day,barri,category,impact,description
2025-09-26,la Vila de Gràcia,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,les Corts,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,les Roquetes,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-26,les Tres Torres,Traditional Festival,4,La Mercè 2025 - Day 4
2025-09-27,Baró de Viver,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Can Baró,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Can Peguera,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Canyelles,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Ciutat Meridiana,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Diagonal Mar i el Front Marítim del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Horta,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Hostafrancs,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Montbau,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Navas,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Pedralbes,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Porta,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Provençals del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Sant Andreu,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Sant Antoni,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Sant Genís dels Agudells,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Sant Gervasi - Galvany,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Sant Gervasi - la Bonanova,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Sant Martí de Provençals,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Sants,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Sants - Badal,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Sarrià,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Torre Baró,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Vallbona,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Vallcarca i els Penitents,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Verdun,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,Vilapicina i la Torre Llobeta,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Baix Guinardó,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Barri Gòtic,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Besòs i el Maresme,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Bon Pastor,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Camp de l'Arpa del Clot,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Carmel,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Clot,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Coll,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Congrés i els Indians,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Fort Pienc,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Guinardó,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Parc i la Llacuna del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Poble-sec,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Poblenou,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Putxet i el Farró,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Raval,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,el Turó de la Peira,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Barceloneta,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Bordeta,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Clota,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Dreta de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Font d'en Fargues,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Font de la Guatlla,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Guineueta,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Marina de Port,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Marina del Prat Vermell,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Maternitat i Sant Ramon,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Nova Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Prosperitat,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Sagrada Família,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Sagrera,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Salut,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Teixonera,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Trinitat Nova,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Trinitat Vella,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Vall d'Hebron,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Verneda i la Pau,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Vila Olímpica del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,la Vila de Gràcia,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,les Corts,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,les Roquetes,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-27,les Tres Torres,Traditional Festival,4,La Mercè 2025 - Day 5
2025-09-28,Baró de Viver,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Can Baró,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Can Peguera,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Canyelles,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Ciutat Meridiana,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Diagonal Mar i el Front Marítim del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Horta,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Hostafrancs,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Montbau,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Navas,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Pedralbes,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Porta,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Provençals del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Sant Andreu,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Sant Antoni,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Sant Genís dels Agudells,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Sant Gervasi - Galvany,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Sant Gervasi - la Bonanova,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Sant Martí de Provençals,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Sants,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Sants - Badal,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Sarrià,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Torre Baró,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Vallbona,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Vallcarca i els Penitents,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Verdun,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,Vilapicina i la Torre Llobeta,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Baix Guinardó,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Barri Gòtic,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Besòs i el Maresme,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Bon Pastor,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Camp de l'Arpa del Clot,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Carmel,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Clot,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Coll,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Congrés i els Indians,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Fort Pienc,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Guinardó,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Parc i la Llacuna del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Real Sociedad (Jornada 7)
2025-09-28,el Poble-sec,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Poblenou,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Putxet i el Farró,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Raval,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,el Turó de la Peira,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Barceloneta,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Bordeta,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Clota,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Dreta de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Font d'en Fargues,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Font de la Guatlla,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Guineueta,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Marina de Port,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Marina del Prat Vermell,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Maternitat i Sant Ramon,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Nova Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Prosperitat,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Sagrada Família,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Sagrera,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Salut,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Teixonera,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Trinitat Nova,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Trinitat Vella,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Vall d'Hebron,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Verneda i la Pau,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Vila Olímpica del Poblenou,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,la Vila de Gràcia,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,les Corts,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,les Roquetes,Traditional Festival,4,La Mercè 2025 - Day 6
2025-09-28,les Tres Torres,Traditional Festival,4,La Mercè 2025 - Day 6
2025-10-01,el Poble-sec,Sporting Event,4,UEFA Champions League - FC Barcelona vs Paris Saint Germain (Jornada 2)
2025-10-18,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Girona (Jornada 9)
2025-10-21,el Poble-sec,Sporting Event,4,UEFA Champions League - FC Barcelona vs Olympiakos (Jornada 3)
2025-11-02,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Elche (Jornada 11)
2025-11-22,Les Corts,Sporting Event,3,La Liga - FC Barcelona vs Athletic Club (Jornada 13)
2025-11-29,Les Corts,Sporting Event,3,La Liga - FC Barcelona vs Alavés (Jornada 14)
2025-12-07,el Poble-sec,Trade Show/Exhibition,3,Salón del vehículo seminuevo
2025-12-07,la Marina del Prat Vermell,Trade Show/Exhibition,4,Salón del Manga y del Anime
2025-12-08,el Poble-sec,Trade Show/Exhibition,3,Salón del vehículo seminuevo
2025-12-08,la Marina del Prat Vermell,Trade Show/Exhibition,4,Salón del Manga y del Anime
2025-12-09,les Corts,Sporting Event,4,FC Barcelona vs. Eintracht Frankfurt - Liga de Campeones Jornada 6
2025-12-11,el Poble-sec,Sporting Event,4,Premier Padel Finals
2025-12-12,el Poble-sec,Sporting Event,4,Premier Padel Finals
2025-12-13,el Poble-sec,Sporting Event,4,Premier Padel Finals
2025-12-13,les Corts,Sporting Event,3,FC Barcelona vs. Osasuna - La Liga Jornada 16
2025-12-14,el Poble-sec,Sporting Event,4,Premier Padel Finals
